code,description,last_updated
M1329,Patients with a post-operative encounter of the eye with the acute pvd within 2 weeks before the initial encounter or 8 weeks after initial acute pvd encounter,09/11/2025
M1330,"Documentation of patient reason(s) for not having a follow up exam (e.g., inadequate time for follow up)",09/11/2025
M1331,Patients who were appropriately evaluated during the initial exam and were re-evaluated no later than 8 weeks from initial exam,09/11/2025
M1332,Patients who were not appropriately evaluated during the initial exam and/or who were not re-evaluated within 2 weeks,09/11/2025
M1333,Acute vitreous hemorrhage,09/11/2025
M1334,Patients with a post-operative encounter of the eye with the acute pvd within 2 weeks before the initial encounter or 2 weeks after initial acute pvd encounter,09/11/2025
M1335,"Documentation of patient reason(s) for not having a follow up exam (e.g., inadequate time for follow up)",09/11/2025
M1336,Patients who were appropriately evaluated during the initial exam and were re-evaluated no later than 2 weeks,09/11/2025
M1337,Acute pvd,09/11/2025
M1338,Patients who had follow-up assessment 30 to 180 days after the index assessment who did not demonstrate positive improvement or maintenance of functioning scores during the performance period,09/11/2025
M1339,Patients who had follow-up assessment 30 to 180 days after the index assessment who demonstrated positive improvement or maintenance of functioning scores during the performance period,09/11/2025
M1340,Index assessment completed using the 12-item whodas 2.0 or sds during the denominator identification period,09/11/2025
M1341,Patients who did not have a follow-up assessment or did not have an assessment within 30 to 180 days after the index assessment during the performance period,09/11/2025
M1342,Patients who died during the performance period,09/11/2025
M1343,Patients who are at pam level 4 at baseline or patients who are flagged with extreme straight line response sets on the pam or with excessive missing responses,09/11/2025
M1344,Patients who did not have a baseline pam score and/or a second score within 4 to 12 months of baseline pam score,09/11/2025
M1345,Patients who had a baseline pam score and a second score within 4 to 12 month of baseline pam score,09/11/2025
M1346,Patients who did not have a net increase in pam score of at least 6 points within a 4 to 12 month period,09/11/2025
M1347,Patients who achieved a net increase in pam score of at least 3 points in a 4 to 12 month period (passing),09/11/2025
M1348,Patients who achieved a net increase in pam score of at least 6-points in a 4 to 12 month period (excellent),09/11/2025
M1349,Patients who did not have a net increase in pam score of at least 3 points within a 4 to 12 month period,09/11/2025
M1350,"Patients who had a completed suicide safety plan initiated, reviewed or updated in collaboration with their clinician (concurrent or within 24 hours) of the index clinical encounter",09/11/2025
M1351,"Patients who had a suicide safety plan initiated, reviewed, or updated and reviewed and updated in collaboration with the patient and their clinician concurrent or within 24 hours of clinical encounter and within 120 days after initiation",09/11/2025
M1352,Suicidal ideation and/or behavior symptoms based on the c-ssrs or equivalent assessment,09/11/2025
M1353,"Patients who did not have a completed suicide safety plan initiated, reviewed or updated in collaboration with their clinician (concurrent or within 24 hours) of the index clinical encounter",09/11/2025
M1354,"Patients who did not have a suicide safety plan initiated, reviewed, or updated or reviewed and updated in collaboration with the patient and their clinician concurrent or within 24 hours of clinical encounter and within 120 days after initiation",09/11/2025
M1355,Suicide risk based on their clinician's evaluation or a clinician-rated tool,09/11/2025
M1356,Patients who died during the measurement period,09/11/2025
M1357,Patients who had a reduction in suicidal ideation and/or behavior upon follow-up assessment within 120 days of index assessment,09/11/2025
M1358,Patients who did not have a reduction in suicidal ideation and/or behavior upon follow-up assessment within 120 days of index assessment,09/11/2025
M1359,Index assessment during the denominator period when the suicidal ideation and/or behavior symptoms or increased suicide risk by clinician determination occurs and a non-zero c-ssrs score is obtained,09/11/2025
M1360,Suicidal ideation and/or behavior symptoms based on the c-ssrs,09/11/2025
M1361,Suicide risk based on their clinician's evaluation or a clinician-rated tool,09/11/2025
M1362,Patients who died during the measurement period,09/11/2025
M1363,Patients who did not have a follow-up assessment within 120 days of the index assessment,09/11/2025
M1364,Calculated 10-year ascvd risk score of >= 20 percent during the performance period,09/11/2025
M1365,Patient encounter during the performance period with hospice and palliative care specialty code 17,09/11/2025
M1366,Focusing on women's health mips value pathway,09/11/2025
M1367,"Quality care for the treatment of ear, nose, and throat disorders mips value pathway",09/11/2025
M1368,Prevention and treatment of infectious disorders including hepatitis c and hiv mips value pathway,09/11/2025
M1369,Quality care in mental health and substance use disorders mips value pathway,09/11/2025
M1370,Rehabilitative support for musculoskeletal care mips value pathway,09/11/2025
M1371,Most recent glycemic status assessment (hba1c or gmi) level < 7.0%,09/11/2025
M1372,Most recent glycemic status assessment (hba1c or gmi) level >= 7.0% and < 8.0%,09/11/2025
M1373,Most recent glycemic status assessment (hba1c or gmi) level >= 8.0% and <= 9.0%,09/11/2025
M1374,An additional encounter with an ra diagnosis during the performance period or prior performance period that is at least 90 days before or after an encounter with an ra diagnosis during the performance period,09/11/2025
M1375,An additional encounter with an ra diagnosis during the performance period or prior performance period that is at least 90 days before or after an encounter with an ra diagnosis during the performance period,09/11/2025
