code,description,detailed_description,last_updated
V498,Car occupant [any] injured in other specified transport accidents,Car occupant [any] injured in other specified transport accidents,09/11/2025
V499,Car occupant [any] injured in unspecified traffic accident,Car occupant [any] injured in unspecified traffic accident,09/11/2025
V50,Occupant of pick-up truck or van injured in collision with pedestrian or animal,N/A,09/11/2025
V500,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Driver injured in nontraffic accident,Driver injured in nontraffic accident,09/11/2025
V501,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Passenger injured in nontraffic accident,Passenger injured in nontraffic accident,09/11/2025
V502,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Person on outside of vehicle injured in nontraffic accident,Person on outside of vehicle injured in nontraffic accident,09/11/2025
V503,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Unspecified occupant of pick-up truck or van injured in nontraffic accident,Unspecified occupant of pick-up truck or van injured in nontraffic accident,09/11/2025
V504,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Person injured while boarding or alighting,Person injured while boarding or alighting,09/11/2025
V505,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Driver injured in traffic accident,Driver injured in traffic accident,09/11/2025
V506,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Passenger injured in traffic accident,Passenger injured in traffic accident,09/11/2025
V507,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Person on outside of vehicle injured in traffic accident,Person on outside of vehicle injured in traffic accident,09/11/2025
V509,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Unspecified occupant of pick-up truck or van injured in traffic accident,Unspecified occupant of pick-up truck or van injured in traffic accident,09/11/2025
V51,Occupant of pick-up truck or van injured in collision with pedal cycle,N/A,09/11/2025
V510,Occupant of pick-up truck or van injured in collision with pedal cycle: Driver injured in nontraffic accident,Driver injured in nontraffic accident,09/11/2025
V511,Occupant of pick-up truck or van injured in collision with pedal cycle: Passenger injured in nontraffic accident,Passenger injured in nontraffic accident,09/11/2025
V512,Occupant of pick-up truck or van injured in collision with pedal cycle: Person on outside of vehicle injured in nontraffic accident,Person on outside of vehicle injured in nontraffic accident,09/11/2025
V513,Occupant of pick-up truck or van injured in collision with pedal cycle: Unspecified occupant of pick-up truck or van injured in nontraffic accident,Unspecified occupant of pick-up truck or van injured in nontraffic accident,09/11/2025
V514,Occupant of pick-up truck or van injured in collision with pedal cycle: Person injured while boarding or alighting,Person injured while boarding or alighting,09/11/2025
V515,Occupant of pick-up truck or van injured in collision with pedal cycle: Driver injured in traffic accident,Driver injured in traffic accident,09/11/2025
V516,Occupant of pick-up truck or van injured in collision with pedal cycle: Passenger injured in traffic accident,Passenger injured in traffic accident,09/11/2025
V517,Occupant of pick-up truck or van injured in collision with pedal cycle: Person on outside of vehicle injured in traffic accident,Person on outside of vehicle injured in traffic accident,09/11/2025
V519,Occupant of pick-up truck or van injured in collision with pedal cycle: Unspecified occupant of pick-up truck or van injured in traffic accident,Unspecified occupant of pick-up truck or van injured in traffic accident,09/11/2025
V52,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle,N/A,09/11/2025
V520,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Driver injured in nontraffic accident,Driver injured in nontraffic accident,09/11/2025
V521,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Passenger injured in nontraffic accident,Passenger injured in nontraffic accident,09/11/2025
V522,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Person on outside of vehicle injured in nontraffic accident,Person on outside of vehicle injured in nontraffic accident,09/11/2025
V523,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Unspecified occupant of pick-up truck or van injured in nontraffic accident,Unspecified occupant of pick-up truck or van injured in nontraffic accident,09/11/2025
V524,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Person injured while boarding or alighting,Person injured while boarding or alighting,09/11/2025
V525,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Driver injured in traffic accident,Driver injured in traffic accident,09/11/2025
V526,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Passenger injured in traffic accident,Passenger injured in traffic accident,09/11/2025
V527,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Person on outside of vehicle injured in traffic accident,Person on outside of vehicle injured in traffic accident,09/11/2025
V529,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Unspecified occupant of pick-up truck or van injured in traffic accident,Unspecified occupant of pick-up truck or van injured in traffic accident,09/11/2025
V53,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van",N/A,09/11/2025
V530,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Driver injured in nontraffic accident",Driver injured in nontraffic accident,09/11/2025
V531,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Passenger injured in nontraffic accident",Passenger injured in nontraffic accident,09/11/2025
V532,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in nontraffic accident",Person on outside of vehicle injured in nontraffic accident,09/11/2025
V533,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Unspecified occupant of pick-up truck or van injured in nontraffic accident",Unspecified occupant of pick-up truck or van injured in nontraffic accident,09/11/2025
V534,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person injured while boarding or alighting",Person injured while boarding or alighting,09/11/2025
V535,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Driver injured in traffic accident",Driver injured in traffic accident,09/11/2025
V536,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Passenger injured in traffic accident",Passenger injured in traffic accident,09/11/2025
V537,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in traffic accident",Person on outside of vehicle injured in traffic accident,09/11/2025
